geometry,tau,alpha,source_component,k_minus,count,sum_q0,sum_q1,sum_e0,sum_e1,sum_a0,sum_a1,sum_q0a0,sum_q1a1,sum_e0a0,sum_e1a1
tilted,__GLOBAL__,__SOURCE__,far,18,33649,28295,31287,28367,31287,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,far,19,8855,8277,8662,8277,8662,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,far,20,1771,1734,1764,1734,1764,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,far,21,253,252,253,252,253,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,far,22,23,23,23,23,23,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,far,23,1,1,1,1,1,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_a,0,1,-1,-1,1,1,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_a,1,23,-23,-23,23,23,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_a,2,253,-253,-253,253,253,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_a,3,1771,-1771,-1771,1771,1771,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_a,4,8855,-8855,-8855,8855,8855,0,8,0,-8,0,8
tilted,__GLOBAL__,__SOURCE__,knight_a,5,33649,-33649,-33649,33649,33649,12,140,-12,-140,12,140
tilted,__GLOBAL__,__SOURCE__,knight_a,6,100947,-100947,-100912,100947,100912,176,1146,-176,-1146,176,1146
tilted,__GLOBAL__,__SOURCE__,knight_a,7,245157,-245012,-244479,245012,244479,1198,5808,-1198,-5808,1198,5808
tilted,__GLOBAL__,__SOURCE__,knight_a,8,490314,-488238,-484427,488238,484427,5044,20385,-5044,-20385,5044,20385
tilted,__GLOBAL__,__SOURCE__,knight_a,9,817190,-803301,-786282,803301,786354,14720,52120,-14708,-51920,14708,51920
tilted,__GLOBAL__,__SOURCE__,knight_a,10,1144066,-1086414,-1033629,1086582,1035371,31378,98161,-31162,-96181,31162,96181
tilted,__GLOBAL__,__SOURCE__,knight_a,11,1352078,-1186715,-1067765,1189901,1083169,49592,132599,-48272,-123885,48272,123885
tilted,__GLOBAL__,__SOURCE__,knight_a,12,1352078,-1007607,-809976,1029695,882198,56980,120042,-52508,-98702,52508,98902
tilted,__GLOBAL__,__SOURCE__,knight_a,13,1144066,-611040,-370556,692466,575296,45256,66981,-36000,-38833,36104,40833
tilted,__GLOBAL__,__SOURCE__,knight_a,14,817190,-200036,10106,381484,355730,23416,22324,-12574,-3638,13534,8078
tilted,__GLOBAL__,__SOURCE__,knight_a,15,490314,44454,173227,210430,247655,7780,4971,-1004,1422,2916,1954
tilted,__GLOBAL__,__SOURCE__,knight_a,16,245157,101570,155778,128968,164044,1714,822,580,533,724,549
tilted,__GLOBAL__,__SOURCE__,knight_a,17,100947,67798,83285,70092,83661,240,88,176,76,176,76
tilted,__GLOBAL__,__SOURCE__,knight_a,18,33649,28295,31287,28367,31287,16,4,16,4,16,4
tilted,__GLOBAL__,__SOURCE__,knight_a,19,8855,8277,8662,8277,8662,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_a,20,1771,1734,1764,1734,1764,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_a,21,253,252,253,252,253,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_a,22,23,23,23,23,23,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_a,23,1,1,1,1,1,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_b,0,1,-1,-1,1,1,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_b,1,23,-23,-23,23,23,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_b,2,253,-253,-253,253,253,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_b,3,1771,-1771,-1771,1771,1771,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_b,4,8855,-8855,-8855,8855,8855,0,4,0,-4,0,4
tilted,__GLOBAL__,__SOURCE__,knight_b,5,33649,-33649,-33649,33649,33649,12,76,-12,-76,12,76
tilted,__GLOBAL__,__SOURCE__,knight_b,6,100947,-100947,-100912,100947,100912,176,654,-176,-654,176,654
tilted,__GLOBAL__,__SOURCE__,knight_b,7,245157,-245012,-244479,245012,244479,1202,3496,-1202,-3496,1202,3496
tilted,__GLOBAL__,__SOURCE__,knight_b,8,490314,-488238,-484427,488238,484427,5088,13044,-5088,-13028,5088,13028
tilted,__GLOBAL__,__SOURCE__,knight_b,9,817190,-803301,-786282,803301,786354,14912,35423,-14904,-35151,14904,35151
tilted,__GLOBAL__,__SOURCE__,knight_b,10,1144066,-1086414,-1033629,1086582,1035371,31810,69967,-31610,-68121,31610,68121
tilted,__GLOBAL__,__SOURCE__,knight_b,11,1352078,-1186715,-1067765,1189901,1083169,50148,97298,-48806,-90219,48806,90219
tilted,__GLOBAL__,__SOURCE__,knight_b,12,1352078,-1007607,-809976,1029695,882198,57554,89550,-52932,-72928,52932,73144
tilted,__GLOBAL__,__SOURCE__,knight_b,13,1144066,-611040,-370556,692466,575296,45972,51202,-36604,-29123,36652,30875
tilted,__GLOBAL__,__SOURCE__,knight_b,14,817190,-200036,10106,381484,355730,24084,18528,-13360,-3121,14104,6873
tilted,__GLOBAL__,__SOURCE__,knight_b,15,490314,44454,173227,210430,247655,8022,4686,-1530,1100,3018,1836
tilted,__GLOBAL__,__SOURCE__,knight_b,16,245157,101570,155778,128968,164044,1694,814,372,478,628,494
tilted,__GLOBAL__,__SOURCE__,knight_b,17,100947,67798,83285,70092,83661,214,84,134,72,134,72
tilted,__GLOBAL__,__SOURCE__,knight_b,18,33649,28295,31287,28367,31287,12,4,12,4,12,4
tilted,__GLOBAL__,__SOURCE__,knight_b,19,8855,8277,8662,8277,8662,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_b,20,1771,1734,1764,1734,1764,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_b,21,253,252,253,252,253,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_b,22,23,23,23,23,23,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_b,23,1,1,1,1,1,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,nn_other,0,1,-1,-1,1,1,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,nn_other,1,23,-23,-23,23,23,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,nn_other,2,253,-253,-253,253,253,8,8,-8,-8,8,8
tilted,__GLOBAL__,__SOURCE__,nn_other,3,1771,-1771,-1771,1771,1771,160,160,-160,-160,160,160
tilted,__GLOBAL__,__SOURCE__,nn_other,4,8855,-8855,-8855,8855,8855,1520,1524,-1520,-1524,1520,1524
tilted,__GLOBAL__,__SOURCE__,nn_other,5,33649,-33649,-33649,33649,33649,9164,9224,-9164,-9224,9164,9224
tilted,__GLOBAL__,__SOURCE__,nn_other,6,100947,-100947,-100912,100947,100912,39464,39824,-39464,-39784,39464,39784
tilted,__GLOBAL__,__SOURCE__,nn_other,7,245157,-245012,-244479,245012,244479,129352,130112,-129272,-129448,129272,129448
tilted,__GLOBAL__,__SOURCE__,nn_other,8,490314,-488238,-484427,488238,484427,335354,332189,-334138,-326861,334138,326861
tilted,__GLOBAL__,__SOURCE__,nn_other,9,817190,-803301,-786282,803301,786354,704324,672991,-694868,-645093,694868,645237
tilted,__GLOBAL__,__SOURCE__,nn_other,10,1144066,-1086414,-1033629,1086582,1035371,1213334,1083106,-1165212,-979344,1165420,981880
tilted,__GLOBAL__,__SOURCE__,nn_other,11,1352078,-1186715,-1067765,1189901,1083169,1715936,1369045,-1545636,-1091907,1549164,1110207
tilted,__GLOBAL__,__SOURCE__,nn_other,12,1352078,-1007607,-809976,1029695,882198,1971378,1335799,-1544686,-809941,1569322,883793
tilted,__GLOBAL__,__SOURCE__,nn_other,13,1144066,-611040,-370556,692466,575296,1807778,999280,-1051488,-308262,1150572,492902
tilted,__GLOBAL__,__SOURCE__,nn_other,14,817190,-200036,10106,381484,355730,1305006,581790,-373320,35070,618680,242350
tilted,__GLOBAL__,__SOURCE__,nn_other,15,490314,44454,173227,210430,247655,739120,267733,49226,108852,305202,135580
tilted,__GLOBAL__,__SOURCE__,nn_other,16,245157,101570,155778,128968,164044,327914,96094,132622,63816,166378,65328
tilted,__GLOBAL__,__SOURCE__,nn_other,17,100947,67798,83285,70092,83661,112344,25844,75320,21384,77096,21408
tilted,__GLOBAL__,__SOURCE__,nn_other,18,33649,28295,31287,28367,31287,28780,4880,24336,4512,24352,4512
tilted,__GLOBAL__,__SOURCE__,nn_other,19,8855,8277,8662,8277,8662,5200,576,4900,564,4900,564
tilted,__GLOBAL__,__SOURCE__,nn_other,20,1771,1734,1764,1734,1764,592,32,584,32,584,32
tilted,__GLOBAL__,__SOURCE__,nn_other,21,253,252,253,252,253,32,0,32,0,32,0
tilted,__GLOBAL__,__SOURCE__,nn_other,22,23,23,23,23,23,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,nn_other,23,1,1,1,1,1,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",axial2:absent,axial2,8,1,-1,-1,1,1,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",axial2:absent,axial2,9,12,-12,-12,12,12,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",axial2:absent,axial2,10,36,-36,-36,36,36,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",axial2:absent,axial2,11,44,-44,-44,44,44,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",axial2:absent,axial2,12,21,-21,-21,21,21,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",axial2:absent,axial2,13,1,-1,-1,1,1,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",axial2:present,axial2,7,1,-1,-1,1,1,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",axial2:present,axial2,8,5,-5,-5,5,5,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",axial2:present,axial2,9,10,-10,-10,10,10,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",axial2:present,axial2,10,8,-8,-8,8,8,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",axial2:present,axial2,11,2,-2,-2,2,2,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",diag1:absent,diag1,7,6,-6,-6,6,6,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",diag1:absent,diag1,8,49,-49,-49,49,49,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",diag1:absent,diag1,9,182,-182,-182,182,182,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",diag1:absent,diag1,10,349,-349,-349,349,349,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",diag1:absent,diag1,11,333,-333,-333,333,333,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",diag1:absent,diag1,12,138,-138,-138,138,138,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",diag1:absent,diag1,13,7,-7,-7,7,7,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",diag1:present,diag1,7,1,-1,-1,1,1,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",diag1:present,diag1,8,5,-5,-5,5,5,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",diag1:present,diag1,9,11,-11,-11,11,11,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",diag1:present,diag1,10,10,-10,-10,10,10,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",diag1:present,diag1,11,2,-2,-2,2,2,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",far:absent,far,7,2,-2,-2,2,2,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",far:absent,far,8,20,-20,-20,20,20,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",far:absent,far,9,87,-87,-87,87,87,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",far:absent,far,10,193,-193,-193,193,193,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",far:absent,far,11,209,-209,-209,209,209,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",far:absent,far,12,95,-95,-95,95,95,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",far:absent,far,13,6,-6,-6,6,6,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",far:present,far,0,0,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",knight_a:absent,knight_a,7,1,-1,-1,1,1,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",knight_a:absent,knight_a,8,11,-11,-11,11,11,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",knight_a:absent,knight_a,9,52,-52,-52,52,52,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",knight_a:absent,knight_a,10,114,-114,-114,114,114,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",knight_a:absent,knight_a,11,119,-119,-119,119,119,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",knight_a:absent,knight_a,12,53,-53,-53,53,53,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",knight_a:absent,knight_a,13,3,-3,-3,3,3,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",knight_a:present,knight_a,0,0,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",knight_b:absent,knight_b,7,2,-2,-2,2,2,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",knight_b:absent,knight_b,8,20,-20,-20,20,20,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",knight_b:absent,knight_b,9,86,-86,-86,86,86,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",knight_b:absent,knight_b,10,184,-184,-184,184,184,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",knight_b:absent,knight_b,11,192,-192,-192,192,192,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",knight_b:absent,knight_b,12,87,-87,-87,87,87,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",knight_b:absent,knight_b,13,4,-4,-4,4,4,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",knight_b:present,knight_b,7,1,-1,-1,1,1,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",knight_b:present,knight_b,8,4,-4,-4,4,4,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",knight_b:present,knight_b,9,7,-7,-7,7,7,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",knight_b:present,knight_b,10,5,-5,-5,5,5,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",knight_b:present,knight_b,11,1,-1,-1,1,1,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",nn_other:absent,nn_other,7,3,-3,-3,3,3,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",nn_other:absent,nn_other,8,27,-27,-27,27,27,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",nn_other:absent,nn_other,9,103,-103,-103,103,103,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",nn_other:absent,nn_other,10,204,-204,-204,204,204,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",nn_other:absent,nn_other,11,203,-203,-203,203,203,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",nn_other:absent,nn_other,12,86,-86,-86,86,86,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",nn_other:absent,nn_other,13,5,-5,-5,5,5,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",nn_other:present,nn_other,7,1,-1,-1,1,1,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",nn_other:present,nn_other,8,5,-5,-5,5,5,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",nn_other:present,nn_other,9,12,-12,-12,12,12,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",nn_other:present,nn_other,10,10,-10,-10,10,10,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,0,0,1]",nn_other:present,nn_other,11,2,-2,-2,2,2,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",axial2:absent,axial2,3,3,-3,-3,3,3,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",axial2:absent,axial2,4,57,-57,-57,57,57,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",axial2:absent,axial2,5,507,-507,-507,507,507,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",axial2:absent,axial2,6,2749,-2749,-2749,2749,2749,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",axial2:absent,axial2,7,9948,-9948,-9948,9948,9948,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",axial2:absent,axial2,8,24808,-24808,-24808,24808,24808,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",axial2:absent,axial2,9,42511,-42511,-42511,42511,42511,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",axial2:absent,axial2,10,48524,-48524,-48524,48524,48524,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",axial2:absent,axial2,11,34547,-34547,-34547,34547,34547,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",axial2:absent,axial2,12,13475,-13475,-13475,13475,13475,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",axial2:absent,axial2,13,2418,-2418,-2418,2418,2418,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",axial2:absent,axial2,14,166,-166,-166,166,166,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",axial2:present,axial2,2,4,-4,-4,4,4,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",axial2:present,axial2,3,65,-65,-65,65,65,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",axial2:present,axial2,4,488,-488,-488,488,488,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",axial2:present,axial2,5,2232,-2232,-2232,2232,2232,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",axial2:present,axial2,6,6834,-6834,-6834,6834,6834,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",axial2:present,axial2,7,14493,-14493,-14493,14493,14493,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",axial2:present,axial2,8,21449,-21449,-21449,21449,21449,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",axial2:present,axial2,9,21966,-21966,-21966,21966,21966,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",axial2:present,axial2,10,15293,-15293,-15293,15293,15293,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",axial2:present,axial2,11,7079,-7079,-7079,7079,7079,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",axial2:present,axial2,12,2036,-2036,-2036,2036,2036,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",axial2:present,axial2,13,304,-304,-304,304,304,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",axial2:present,axial2,14,15,-15,-15,15,15,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",diag1:absent,diag1,2,2,-2,-2,2,2,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",diag1:absent,diag1,3,42,-42,-42,42,42,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",diag1:absent,diag1,4,418,-418,-418,418,418,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",diag1:absent,diag1,5,2596,-2596,-2596,2596,2596,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",diag1:absent,diag1,6,11052,-11052,-11052,11052,11052,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",diag1:absent,diag1,7,33434,-33434,-33434,33434,33434,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",diag1:absent,diag1,8,72283,-72283,-72283,72283,72283,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",diag1:absent,diag1,9,109598,-109598,-109598,109598,109598,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",diag1:absent,diag1,10,111662,-111662,-111662,111662,111662,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",diag1:absent,diag1,11,70722,-70722,-70722,70722,70722,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",diag1:absent,diag1,12,23919,-23919,-23919,23919,23919,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",diag1:absent,diag1,13,3575,-3575,-3575,3575,3575,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",diag1:absent,diag1,14,208,-208,-208,208,208,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",diag1:present,diag1,2,2,-2,-2,2,2,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",diag1:present,diag1,3,34,-34,-34,34,34,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",diag1:present,diag1,4,266,-266,-266,266,266,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",diag1:present,diag1,5,1263,-1263,-1263,1263,1263,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",diag1:present,diag1,6,3992,-3992,-3992,3992,3992,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",diag1:present,diag1,7,8659,-8659,-8659,8659,8659,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",diag1:present,diag1,8,12902,-12902,-12902,12902,12902,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",diag1:present,diag1,9,12929,-12929,-12929,12929,12929,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",diag1:present,diag1,10,8428,-8428,-8428,8428,8428,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",diag1:present,diag1,11,3526,-3526,-3526,3526,3526,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",diag1:present,diag1,12,929,-929,-929,929,929,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",diag1:present,diag1,13,143,-143,-143,143,143,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",diag1:present,diag1,14,10,-10,-10,10,10,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",far:absent,far,3,4,-4,-4,4,4,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",far:absent,far,4,76,-76,-76,76,76,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",far:absent,far,5,681,-681,-681,681,681,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",far:absent,far,6,3754,-3754,-3754,3754,3754,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",far:absent,far,7,13882,-13882,-13882,13882,13882,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",far:absent,far,8,35390,-35390,-35390,35390,35390,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",far:absent,far,9,61792,-61792,-61792,61792,61792,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",far:absent,far,10,71339,-71339,-71339,71339,71339,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",far:absent,far,11,50743,-50743,-50743,50743,50743,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",far:absent,far,12,19361,-19361,-19361,19361,19361,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",far:absent,far,13,3308,-3308,-3308,3308,3308,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",far:absent,far,14,221,-221,-221,221,221,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",far:present,far,2,4,-4,-4,4,4,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",far:present,far,3,66,-66,-66,66,66,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",far:present,far,4,504,-504,-504,504,504,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",far:present,far,5,2332,-2332,-2332,2332,2332,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",far:present,far,6,7142,-7142,-7142,7142,7142,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",far:present,far,7,14930,-14930,-14930,14930,14930,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",far:present,far,8,21400,-21400,-21400,21400,21400,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",far:present,far,9,20844,-20844,-20844,20844,20844,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",far:present,far,10,13651,-13651,-13651,13651,13651,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",far:present,far,11,5927,-5927,-5927,5927,5927,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",far:present,far,12,1594,-1594,-1594,1594,1594,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",far:present,far,13,214,-214,-214,214,214,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",far:present,far,14,7,-7,-7,7,7,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",knight_a:absent,knight_a,3,4,-4,-4,4,4,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",knight_a:absent,knight_a,4,76,-76,-76,76,76,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",knight_a:absent,knight_a,5,672,-672,-672,672,672,0,0,0,0,0,0
tilted,"near_block:[0,0,5,0,0,1,0,0]",knight_a:absent,knight_a,6,3595,-3595,-3595,3595,3595,0,0,0,0,0,0
