method,observable,mode,sizes,sum_abs_weights,l2_norm,condition_number,batch_sd_combined,batch_se_combined,ref_L,ref_batch_sd,empirical_noise_amp,n_batches,note
matching_annihilator_13_4,H,shared,16 24,1.73124766219742035,,22374.3809827,,,24,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,H,shared,24 32,2.29271725405110148,,100749.053592,,,32,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,H,shared,32 48,1.73124766219742035,,212862.183207,,,48,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,H,shared,48 64,2.29271725405110148,,958491.930396,,,64,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,H,shared,64 96,1.73124766219742035,,2025097.78214,,,96,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,H,shared,96 128,2.29271725405110148,,9118763.38635,,,128,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,H,shared,128 192,1.73124766219742035,,19266085.5288,,,192,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,H,shared,192 256,2.29271725405110148,,86752786.3926,,,256,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,V,shared,16 24,1.73124766219742035,,22374.3809827,,,24,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,V,shared,24 32,2.29271725405110148,,100749.053592,,,32,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,V,shared,32 48,1.73124766219742035,,212862.183207,,,48,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,V,shared,48 64,2.29271725405110148,,958491.930396,,,64,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,V,shared,64 96,1.73124766219742035,,2025097.78214,,,96,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,V,shared,96 128,2.29271725405110148,,9118763.38635,,,128,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,V,shared,128 192,1.73124766219742035,,19266085.5288,,,192,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,V,shared,192 256,2.29271725405110148,,86752786.3926,,,256,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,either,shared,16 24,1.73124766219742035,,22374.3809827,,,24,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,either,shared,24 32,2.29271725405110148,,100749.053592,,,32,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,either,shared,32 48,1.73124766219742035,,212862.183207,,,48,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,either,shared,48 64,2.29271725405110148,,958491.930396,,,64,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,either,shared,64 96,1.73124766219742035,,2025097.78214,,,96,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,either,shared,96 128,2.29271725405110148,,9118763.38635,,,128,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,either,shared,128 192,1.73124766219742035,,19266085.5288,,,192,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,either,shared,192 256,2.29271725405110148,,86752786.3926,,,256,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,both,shared,16 24,1.73124766219742035,,22374.3809827,,,24,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,both,shared,24 32,2.29271725405110148,,100749.053592,,,32,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,both,shared,32 48,1.73124766219742035,,212862.183207,,,48,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,both,shared,48 64,2.29271725405110148,,958491.930396,,,64,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,both,shared,64 96,1.73124766219742035,,2025097.78214,,,96,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,both,shared,96 128,2.29271725405110148,,9118763.38635,,,128,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,both,shared,128 192,1.73124766219742035,,19266085.5288,,,192,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,both,shared,192 256,2.29271725405110148,,86752786.3926,,,256,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,M,shared,16 24,1.73124766219742035,,22374.3809827,,,24,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,M,shared,24 32,2.29271725405110148,,100749.053592,,,32,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,M,shared,32 48,1.73124766219742035,,212862.183207,,,48,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,M,shared,48 64,2.29271725405110148,,958491.930396,,,64,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,M,shared,64 96,1.73124766219742035,,2025097.78214,,,96,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,M,shared,96 128,2.29271725405110148,,9118763.38635,,,128,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,M,shared,128 192,1.73124766219742035,,19266085.5288,,,192,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,M,shared,192 256,2.29271725405110148,,86752786.3926,,,256,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,H,independent,32 64,1.23491667784927446,,174180.192411,,,64,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,H,independent,64 128,1.23491667784927446,,1657090.59278,,,128,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,H,independent,128 256,1.23491667784927446,,15764991.3851,,,256,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,V,independent,32 64,1.23491667784927446,,174180.192411,,,64,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,V,independent,64 128,1.23491667784927446,,1657090.59278,,,128,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,V,independent,128 256,1.23491667784927446,,15764991.3851,,,256,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,either,independent,32 64,1.23491667784927446,,174180.192411,,,64,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,either,independent,64 128,1.23491667784927446,,1657090.59278,,,128,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,either,independent,128 256,1.23491667784927446,,15764991.3851,,,256,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,both,independent,32 64,1.23491667784927446,,174180.192411,,,64,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,both,independent,64 128,1.23491667784927446,,1657090.59278,,,128,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,both,independent,128 256,1.23491667784927446,,15764991.3851,,,256,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,M,independent,32 64,1.23491667784927446,,174180.192411,,,64,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,M,independent,64 128,1.23491667784927446,,1657090.59278,,,128,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
matching_annihilator_13_4,M,independent,128 256,1.23491667784927446,,15764991.3851,,,256,,,,weights annihilate L^{-13/4} in M_L or D_L; per-batch annihilator SD unavailable (pooled microcanonical only)
